,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
130,6910,wIUMjK1ma77xMYw1UJT5sw,Jimmy John's,580 Woodward Ave SE,Atlanta,GA,30312,33.7456376,-84.3684567,3.0,11,1,"{'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DriveThru': 'True', 'GoodForMeal': 'None', 'Caters': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': 'None', 'RestaurantsPriceRange2': '1', 'HappyHour': 'False'}","Sandwiches, Delis, Restaurants, Fast Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
131,6963,1PIr3JYuyWNpgz4KdJeU4Q,Lucky's Burger & Brew,1569 N Decatur Rd NE,Atlanta,GA,30307,33.7878948,-84.3262244,4.0,95,0,"{'CoatCheck': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'DogsAllowed': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForDancing': 'False', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'Smoking': ""u'no'"", 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'DriveThru': 'False', 'Alcohol': ""u'full_bar'""}","Bars, Restaurants, Breweries, Beer Bar, Food, Beer, Wine & Spirits, American (Traditional), Burgers, Nightlife, Sports Bars","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}"
132,7084,DMC9ZMkDHNQmlhdPDmz-Cw,Olive Bistro Midtown,"1050 Juniper St NE, Ste 4",Atlanta,GA,30309,33.783727,-84.382422,4.0,172,1,"{'GoodForKids': 'True', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsTableService': 'True'}","Mediterranean, Greek, Middle Eastern, Restaurants, Tapas/Small Plates","{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}"
133,7090,xeFzCC9m0B-cobo8CcL0kA,Today Restaurant,"5805 Buford Hwy NE, Ste 103",Atlanta,GA,30340,33.9236099,-84.2512557,3.5,6,0,"{'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Korean",
134,7095,rr4SoOVMQvot1_aO1XmlRg,Flower Child,"3400 Around Lenox Dr, Ste 207",Atlanta,GA,30326,33.845701,-84.364875,4.5,260,1,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""u'casual'"", 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'False', 'Smoking': ""u'no'"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': True, 'breakfast': None}"", 'RestaurantsTakeOut': 'None', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}"", 'OutdoorSeating': 'None', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'None', 'Alcohol': ""u'beer_and_wine'""}","Restaurants, Vegetarian, American (New), Salad","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-19:0', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}"
135,7112,tJlVW7Jjl68I2uKVEv3gmA,Charleys Philly Steaks,3393 Peachtree Rd NE,Atlanta,GA,30326,33.845394,-84.36131,2.5,16,1,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'""}","Cheesesteaks, Fast Food, Restaurants, Sandwiches","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-18:0'}"
136,7132,mAbeo_MHU7MF2kv7P0mxYQ,CO,"675 N Highland Ave NE, Ste 6000",Atlanta,GA,30306,33.772891,-84.351836,4.0,314,1,"{'WheelchairAccessible': 'True', 'HappyHour': 'True', 'DogsAllowed': 'True', 'HasTV': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'None', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'None', 'Caters': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'None'}","Caterers, Event Planning & Services, Vietnamese, Sushi Bars, Vegetarian, Pan Asian, Japanese, Restaurants, Noodles, Ramen","{'Monday': '0:0-0:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
137,7294,jO75vm_B7AL5L8xzvTdarw,Jersey Mike's Subs,"2036 Johnson Ferry Rd, Ste F",Atlanta,GA,30319,33.894326,-84.330735,3.0,27,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BikeParking': 'False', 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Fast Food, Delis, Sandwiches, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-20:0'}"
138,7358,CU84ekjzHClLpsE1SdQfYQ,Foxx Original Jamaican Restaurant,378 Edgewood Ave SE,Atlanta,GA,30312,33.7545025,-84.3752797,3.5,95,1,"{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'BikeParking': 'False', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Food, Caribbean, Specialty Food, Restaurants","{'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '13:0-19:0'}"
139,7391,hxfHrG3POS04i1_yP1AEHw,China Inn,5470 Peachtree Industrial,Chamblee,GA,30341,33.897766,-84.3025219,4.0,38,0,"{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'""}","Chinese, Restaurants",
140,7437,4AhZsN-W5zw6Bphd2gMPfA,Morton's The Steakhouse,3379 Peachtree Rd. N.E.,Atlanta,GA,30326,33.8014873,-84.3927338,4.0,23,0,"{'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '4', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'Alcohol': ""u'full_bar'"", 'Ambience': 'None', 'WiFi': ""'free'"", 'HappyHour': 'True'}","Seafood, Steakhouses, Restaurants, American (Traditional)","{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}"
141,7586,bx3oaFuP59JkrPGga2XJtw,Secreto Southern Kitchen & Bar,"3575 Durden Dr NE, Ste 201",Brookhaven,GA,30319,33.891315,-84.321622,4.5,160,1,"{'CoatCheck': 'True', 'Smoking': ""u'no'"", 'RestaurantsTableService': 'True', 'GoodForDancing': 'False', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HappyHour': 'True', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}""}","Nightlife, Bars, Southern, Wine Bars, Restaurants, American (New), Cocktail Bars","{'Tuesday': '17:0-20:30', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-20:30', 'Saturday': '17:0-20:30', 'Sunday': '11:0-14:0'}"
142,7628,H4fckN2wPgx869C6nvQ1Pw,Kirkwood Aces Bar & Grille,1992 Hosea L Williams Dr NE,Atlanta,GA,30317,33.7512238,-84.3224289,3.5,15,0,"{'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True'}","Pubs, American (Traditional), Nightlife, Bars, Restaurants","{'Monday': '15:30-1:0', 'Tuesday': '15:30-1:0', 'Wednesday': '15:30-2:0', 'Thursday': '15:30-2:0', 'Friday': '15:30-3:0', 'Saturday': '12:30-3:0', 'Sunday': '12:30-0:0'}"
143,7702,880YPPlGyi_49AXLH8xIeA,Twisted Taco,4629 Wieuca Rd,Atlanta,GA,30342,33.8753535,-84.3799055,2.5,40,0,"{'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True'}","Beer, Wine & Spirits, Tex-Mex, Food, Restaurants","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-23:0'}"
144,7764,7m77OZr-EGc5Gi-06otxbw,Northlake Idol,2075 Northlake Pkwy,Tucker,GA,30084,33.843386,-84.2434059,3.0,7,0,"{'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'full_bar'""}","Nightlife, Diners, Karaoke, Burgers, Restaurants",
145,7773,yukBZWV9tOdfdVoJYgiK4g,Revelator Grant Park,"437 Memorial Dr SE, Ste A5",Atlanta,GA,30312,33.7460481421,-84.3728072042,3.5,321,0,"{'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'WiFi': ""u'free'"", 'HappyHour': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}""}","Food, Restaurants, Nightlife, Breakfast & Brunch, Bars, Coffee & Tea","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}"
147,7855,tfrNVBqGvWPkgvWvc2uC1Q,The Village Tap,3247 Roswell Rd NE,Atlanta,GA,30305,33.8438317,-84.3793137,3.5,12,0,"{'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'""}","Restaurants, Southern","{'Monday': '17:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
148,8025,MurRZhxMFipelvK2zzHRaw,The Iberian Pig,"3150 Roswell Rd NW, Ste A3",Atlanta,GA,30305,33.8398718345,-84.3797662126,4.5,184,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'NoiseLevel': ""u'loud'"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Caters': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'None', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Nightlife, Tapas Bars, Restaurants, Bars, Beer Bar, Spanish, Burgers","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}"
149,8093,EEoPBWtAuVyXlzwd2Gawpw,Quiznos,5440 Peachtree Industrial Blvd,Atlanta,GA,30341,33.898155,-84.3036424,3.5,27,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': None, 'street': False, 'validated': None, 'lot': None, 'valet': False}"", 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'None', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Salad, Restaurants, Sandwiches, Delis, Fast Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-20:0'}"
150,8115,YWaXmJZA1fL5kLInFjD7Lg,Shipfeifer On Peachtree,1814 Peachtree St NW,Atlanta,GA,30309,33.8044169,-84.3938044,4.0,7,0,"{'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'OutdoorSeating': 'True'}","Mediterranean, Restaurants, Greek",
151,8158,ZwMcA1e3mtkcDLRC3SJLOQ,Saskatoon,360 Pharr Rd NE,Atlanta,GA,30305,33.8372922,-84.3756628,2.5,29,0,"{'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True'}","Steakhouses, Restaurants",
152,8205,5I0yJ_X7uyPmoJWzKRYDuA,Tacos & Tequilas Mexican Grill,650 Ponce De Leon Ave NE,Atlanta,GA,30308,33.7736517979,-84.366904886,3.5,608,1,"{'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True', 'DriveThru': 'False', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False'}","Mexican, Restaurants","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
154,8314,ZKZGgOsRPpAjc9oMBT_uBw,Kinnotori Ramen Bar,"650 Ponce De Leon Ave NE, Ste 810A",Atlanta,GA,30308,33.773614,-84.365831,4.5,63,1,"{'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'Corkage': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BYOB': 'False', 'DogsAllowed': 'False', 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HasTV': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HappyHour': 'True'}","Noodles, Restaurants, Ramen, Japanese, Vegetarian","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '12:0-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}"
